status,journal,events,queue_observations,breach_entries,creep_alerts,delivery,admission_veto
verified_journal_snapshot,"{""path"":""/home/derp/cap/pc_cap/logs/R1/reports/block1/watch-block1.jsonl"",""sha256"":""5a018e936a6f75ae8087f53d49ab56a4a15ea7f760155d2d7bf69eaa05dde0a8""}",49,45,31,5,not_sent; report generation does not acknowledge delivery,False
