cell_id,dataset,condition,realization,order,status,artifact_complete,missing_checkpoints,scientific_admission,endpoint_complete,invalid_reason,endpoint_complete_scope,primary_metrics_complete,full_validation_complete,sampled_drift_complete,unreceipted_checkpoints
519b30353f979e8028ed03e1,mquake,v0_stable,2,101,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
89182e81a187807d2772cade,mquake,v0_stable,2,102,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
9ad3399cfc13f1297d17423d,mquake,v0_stable,2,103,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
046aa51d028b84dde8981351,mquake,v0_stable,2,104,missing_cell,False,"[100,300]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
c897cd3d2a3b35bfe999e87e,zsre,matched_update,0,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
1689630f5ad581d9fcfc483e,zsre,matched_update,0,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
c1c03ed850a40df57da8628a,zsre,matched_update,0,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
d1690029ea53ae03b3705536,zsre,matched_update,0,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
a921f9ab5443f978e56d2390,zsre,matched_update,0,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
a86da75220343c5560c45373,zsre,matched_update,1,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
e7b52c6db370d10a5fd7d891,zsre,matched_update,1,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
735081421354eaafb893322d,zsre,matched_update,1,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
824f602358ace0fc5cb69271,zsre,matched_update,1,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
3bc2cef1ca9bab6e4a90e222,zsre,matched_update,1,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
9c3c7c258bf086523ea6268e,zsre,matched_update,2,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
58879f9745ed479686bd0481,zsre,matched_update,2,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
b6ea6d9e337e3bf6f2eca5d2,zsre,matched_update,2,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
16037ce355e4a2e9a43a2008,zsre,matched_update,2,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
4597af8473d8e404f1490c57,zsre,matched_update,2,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
7c933afa6e2adc84ccb287be,counterfact,matched_update,0,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
0998eeed741b887bdb8664af,counterfact,matched_update,0,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
bb4da95ca8ce5b0b8d3dbe35,counterfact,matched_update,0,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
c5f1daa35261cf950172dfa8,counterfact,matched_update,0,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
244f29ba9b89c48d08c257c7,counterfact,matched_update,0,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
b8924c056fee6d000f5492d1,counterfact,matched_update,1,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
4944219da107f9ed1daccef5,counterfact,matched_update,1,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
ac46789a7ebda9982aebd343,counterfact,matched_update,1,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
ccf4e4f1fca14a048eecd38f,counterfact,matched_update,1,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
6c9ac68dd90eb2d39d339b6a,counterfact,matched_update,1,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
672b5b4a7ea9b83b8668fbe2,counterfact,matched_update,2,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
b8f1ca491f4e29db862af920,counterfact,matched_update,2,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
5efb497774b3f4f9ad8e7f7d,counterfact,matched_update,2,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
47ee96bcecb134f64286c958,counterfact,matched_update,2,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
a18ee644e09c84652cc9582a,counterfact,matched_update,2,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
509cd28130eb44d35b27d08a,zsre,v0_live_C1,0,100,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
a8a5ddc06de26a9885f75fe9,zsre,v0_live_C1,0,101,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
5f818373c34233809fc57716,zsre,v0_live_C1,0,102,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
baa8eccee6a4f8c27c11a09c,zsre,v0_live_C1,0,103,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
2a91e17773f7272dbd36a048,zsre,v0_live_C1,0,104,missing_cell,False,"[100,300,1000]",False,False,unavailable,full_validation AND sampled_drift only,False,False,unavailable,unavailable
