step,tokens_seen,micro_batch,T,tau,relax_step,energy,error_grad_norm
6650,34053120,0,16,1.6,16,0.0010670990450307727,0.002503344789147377
6700,34309120,0,16,1.6,0,0.00013612123439088464,0.0015415132511407137
6700,34309120,0,16,1.6,1,0.00013590679736807942,0.0014000588562339544
6700,34309120,0,16,1.6,2,0.00013576015771832317,0.0012535711284726858
6700,34309120,0,16,1.6,3,0.00013562275853473693,0.0011229151859879494
6700,34309120,0,16,1.6,4,0.00013567443238571286,0.0010041985660791397
6700,34309120,0,16,1.6,5,0.00013548745482694358,0.000900386250577867
6700,34309120,0,16,1.6,6,0.00013513826706912369,0.0008073939243331552
6700,34309120,0,16,1.6,7,0.00013512275472749025,0.0007262355065904558
6700,34309120,0,16,1.6,8,0.00013522335211746395,0.0006575481966137886
6700,34309120,0,16,1.6,9,0.0001351663813693449,0.0005923000280745327
6700,34309120,0,16,1.6,10,0.00013515102909877896,0.0005385411204770207
6700,34309120,0,16,1.6,11,0.0001351534010609612,0.0004920383798889816
6700,34309120,0,16,1.6,12,0.000135040347231552,0.0004513629828579724
6700,34309120,0,16,1.6,13,0.00013516501348931342,0.00041664118180051446
6700,34309120,0,16,1.6,14,0.00013503384252544492,0.0003878974530380219
6700,34309120,0,16,1.6,15,0.00013503004447557032,0.00036254062433727086
6700,34309120,0,16,1.6,16,0.0001350791280856356,0.000341586273862049
6750,34565120,0,16,1.6,0,0.0004107980348635465,0.008115794509649277
6750,34565120,0,16,1.6,1,0.00040486460784450173,0.007145487703382969
6750,34565120,0,16,1.6,2,0.00040002024616114795,0.006280651316046715
6750,34565120,0,16,1.6,3,0.0003962767368648201,0.00551823852583766
6750,34565120,0,16,1.6,4,0.00039343713433481753,0.004843806382268667
6750,34565120,0,16,1.6,5,0.0003913228283636272,0.004249420948326588
6750,34565120,0,16,1.6,6,0.0003895372792612761,0.0037287480663508177
6750,34565120,0,16,1.6,7,0.0003882276942022145,0.003271376946941018
6750,34565120,0,16,1.6,8,0.0003873392124660313,0.0028697936795651913
6750,34565120,0,16,1.6,9,0.000386718544177711,0.002518176566809416
6750,34565120,0,16,1.6,10,0.00038619906990788877,0.0022099255584180355
6750,34565120,0,16,1.6,11,0.00038567153387703,0.0019392214016988873
6750,34565120,0,16,1.6,12,0.00038496669731102884,0.0017049424350261688
6750,34565120,0,16,1.6,13,0.0003849243512377143,0.0014990316703915596
6750,34565120,0,16,1.6,14,0.00038473153836093843,0.0013203249545767903
6750,34565120,0,16,1.6,15,0.0003844299935735762,0.0011646522907540202
6750,34565120,0,16,1.6,16,0.0003843057493213564,0.001027352991513908
6800,34821120,0,16,1.6,0,0.0001454916928196326,0.0021532918326556683
6800,34821120,0,16,1.6,1,0.00014503531565424055,0.0019190419698134065
6800,34821120,0,16,1.6,2,0.00014464119158219546,0.001703093177638948
6800,34821120,0,16,1.6,3,0.00014433171600103378,0.0015107516665011644
6800,34821120,0,16,1.6,4,0.00014428522263187915,0.0013397290604189038
6800,34821120,0,16,1.6,5,0.00014400482177734375,0.001188078778795898
6800,34821120,0,16,1.6,6,0.00014404642570298165,0.0010557956993579865
6800,34821120,0,16,1.6,7,0.00014397998165804893,0.0009394164080731571
6800,34821120,0,16,1.6,8,0.0001436788879800588,0.0008374418830499053
6800,34821120,0,16,1.6,9,0.00014376624312717468,0.0007462526555173099
6800,34821120,0,16,1.6,10,0.00014366974937729537,0.0006689766887575388
6800,34821120,0,16,1.6,11,0.00014346228272188455,0.0006014675600454211
6800,34821120,0,16,1.6,12,0.00014363203081302345,0.0005418226355686784
6800,34821120,0,16,1.6,13,0.00014358405314851552,0.0004907991969957948
6800,34821120,0,16,1.6,14,0.00014350212586577982,0.00044803705532103777
6800,34821120,0,16,1.6,15,0.0001435448502888903,0.00040973330033011734
6800,34821120,0,16,1.6,16,0.00014350702986121178,0.0003789753536693752
6850,35077120,0,16,1.6,0,0.0027108583599328995,0.06168822571635246
6850,35077120,0,16,1.6,1,0.0023754199501127005,0.047528620809316635
6850,35077120,0,16,1.6,2,0.002173092681914568,0.03783073276281357
6850,35077120,0,16,1.6,3,0.002043497748672962,0.03061777353286743
6850,35077120,0,16,1.6,4,0.0019586398266255856,0.024952128529548645
6850,35077120,0,16,1.6,5,0.0019019630271941423,0.020350633189082146
6850,35077120,0,16,1.6,6,0.0018643951043486595,0.016594290733337402
6850,35077120,0,16,1.6,7,0.0018395526567474008,0.013539385981857777
6850,35077120,0,16,1.6,8,0.00182279571890831,0.011065416969358921
6850,35077120,0,16,1.6,9,0.0018117593135684729,0.009077605791389942
6850,35077120,0,16,1.6,10,0.0018042470328509808,0.007481059990823269
6850,35077120,0,16,1.6,11,0.001798772718757391,0.006191795691847801
6850,35077120,0,16,1.6,12,0.0017956402152776718,0.005159201566129923
6850,35077120,0,16,1.6,13,0.0017933055059984326,0.004317281302064657
6850,35077120,0,16,1.6,14,0.0017915433272719383,0.0036377825308591127
6850,35077120,0,16,1.6,15,0.0017904050182551146,0.003080593654885888
6850,35077120,0,16,1.6,16,0.0017894413322210312,0.0026221086736768484
6900,35333120,0,16,1.6,0,0.0003977743908762932,0.002592080971226096
6900,35333120,0,16,1.6,1,0.0003971225523855537,0.0023345528170466423
6900,35333120,0,16,1.6,2,0.00039681795169599354,0.0020851255394518375
6900,35333120,0,16,1.6,3,0.0003962947812397033,0.0018653342267498374
6900,35333120,0,16,1.6,4,0.00039604559424333274,0.0016667413292452693
6900,35333120,0,16,1.6,5,0.00039573173853568733,0.001491856062784791
6900,35333120,0,16,1.6,6,0.0003956615983042866,0.0013352055102586746
6900,35333120,0,16,1.6,7,0.00039531750371679664,0.001196927041746676
6900,35333120,0,16,1.6,8,0.0003954197163693607,0.0010765250772237778
6900,35333120,0,16,1.6,9,0.0003951883700210601,0.0009657671907916665
6900,35333120,0,16,1.6,10,0.00039505623863078654,0.0008705775835551322
6900,35333120,0,16,1.6,11,0.00039497920079156756,0.0007867260719649494
6900,35333120,0,16,1.6,12,0.00039490056224167347,0.0007119955262169242
6900,35333120,0,16,1.6,13,0.00039495661621913314,0.0006466354243457317
6900,35333120,0,16,1.6,14,0.0003949135134462267,0.0005902830744162202
6900,35333120,0,16,1.6,15,0.00039484151056967676,0.0005399480578489602
6900,35333120,0,16,1.6,16,0.00039474686491303146,0.0004968572175130248
6950,35589120,0,16,1.6,0,7.016363815637305e-05,0.0009460626752115786
6950,35589120,0,16,1.6,1,7.035574526526034e-05,0.000862868910189718
6950,35589120,0,16,1.6,2,7.008601824054495e-05,0.0007749240030534565
6950,35589120,0,16,1.6,3,7.010763511061668e-05,0.0006955335848033428
6950,35589120,0,16,1.6,4,7.004166400292888e-05,0.0006221308722160757
6950,35589120,0,16,1.6,5,6.990766269154847e-05,0.0005593697424046695
6950,35589120,0,16,1.6,6,7.005032966844738e-05,0.000502720067743212
6950,35589120,0,16,1.6,7,7.001806807238609e-05,0.00045421795221045613
6950,35589120,0,16,1.6,8,6.984476203797385e-05,0.00041341540054418147
6950,35589120,0,16,1.6,9,6.987070082686841e-05,0.0003743437700904906
6950,35589120,0,16,1.6,10,6.97863069945015e-05,0.0003432806406635791
6950,35589120,0,16,1.6,11,6.974634015932679e-05,0.000316779623972252
6950,35589120,0,16,1.6,12,6.980187026783824e-05,0.0002939776168204844
6950,35589120,0,16,1.6,13,6.980381294852123e-05,0.0002748553524725139
6950,35589120,0,16,1.6,14,6.983864295762032e-05,0.00025966449175029993
6950,35589120,0,16,1.6,15,6.976440636208281e-05,0.0002462880511302501
6950,35589120,0,16,1.6,16,6.96898641763255e-05,0.00023623961897101253
7000,35845120,0,32,3.2,0,9.085037891054526e-05,0.0012356364168226719
7000,35845120,0,32,3.2,1,9.066194616025314e-05,0.001122183515690267
7000,35845120,0,32,3.2,2,9.057065472006798e-05,0.0010068125557154417
7000,35845120,0,32,3.2,3,9.058014984475449e-05,0.0009030501823872328
7000,35845120,0,32,3.2,4,9.041975863510743e-05,0.0008082870044745505
7000,35845120,0,32,3.2,5,9.044368925970048e-05,0.0007260121637955308
7000,35845120,0,32,3.2,6,9.025880717672408e-05,0.0006519230082631111
7000,35845120,0,32,3.2,7,9.040175064001232e-05,0.0005870054592378438
7000,35845120,0,32,3.2,8,9.034464892465621e-05,0.0005318582407198846
7000,35845120,0,32,3.2,9,9.032919479068369e-05,0.0004800270835403353
7000,35845120,0,32,3.2,10,9.009765926748514e-05,0.00043715882929973304
7000,35845120,0,32,3.2,11,9.012834925670177e-05,0.00040017726132646203
7000,35845120,0,32,3.2,12,9.032787784235552e-05,0.000367735861800611
7000,35845120,0,32,3.2,13,9.018406854011118e-05,0.00033963489113375545
7000,35845120,0,32,3.2,14,9.013927046908066e-05,0.00031665165442973375
7000,35845120,0,32,3.2,15,9.039426367962733e-05,0.0002968176268041134
7000,35845120,0,32,3.2,16,9.016480908030644e-05,0.0002803299285005778
7000,35845120,0,32,3.2,17,9.005714673548937e-05,0.0002672536647878587
7000,35845120,0,32,3.2,18,9.017488628160208e-05,0.00025636915233917534
7000,35845120,0,32,3.2,19,9.017164848046377e-05,0.00024804307031445205
7000,35845120,0,32,3.2,20,9.019741992233321e-05,0.00024178675084840506
7000,35845120,0,32,3.2,21,9.004645835375413e-05,0.00023673159012105316
7000,35845120,0,32,3.2,22,9.001895523397252e-05,0.00023313923156820238
7000,35845120,0,32,3.2,23,9.010925714392215e-05,0.0002306354435859248
7000,35845120,0,32,3.2,24,9.019718709168956e-05,0.00022928095131646842
7000,35845120,0,32,3.2,25,8.995869575301185e-05,0.00022836463176645339
7000,35845120,0,32,3.2,26,9.016600233735517e-05,0.0002279213658766821
7000,35845120,0,32,3.2,27,9.012531518237665e-05,0.00022764741152059287
7000,35845120,0,32,3.2,28,9.018254786496982e-05,0.00022852483380120248
7000,35845120,0,32,3.2,29,9.032332309288904e-05,0.0002288750110892579
7000,35845120,0,32,3.2,30,9.00831728358753e-05,0.00023000819783192128
7000,35845120,0,32,3.2,31,9.030877117766067e-05,0.00023059191880747676
7000,35845120,0,32,3.2,32,9.02076717466116e-05,0.00023194937966763973
7050,36101120,0,32,3.2,0,0.00010097456106450409,0.002344577107578516
7050,36101120,0,32,3.2,1,0.00010027379903476685,0.002028972376137972
7050,36101120,0,32,3.2,2,0.00010035227751359344,0.0017515569925308228
7050,36101120,0,32,3.2,3,9.955126733984798e-05,0.00151534634642303
7050,36101120,0,32,3.2,4,9.952740219887346e-05,0.0013122892705723643
7050,36101120,0,32,3.2,5,9.929921361617744e-05,0.0011404136894270778
7050,36101120,0,32,3.2,6,9.909713116940111e-05,0.0009893617825582623
7050,36101120,0,32,3.2,7,9.928172949003056e-05,0.0008631764794699848
7050,36101120,0,32,3.2,8,9.906017658067867e-05,0.0007573857437819242
7050,36101120,0,32,3.2,9,9.913478425005451e-05,0.000665149069391191
7050,36101120,0,32,3.2,10,9.89568725344725e-05,0.0005869765882380307
7050,36101120,0,32,3.2,11,9.890161163639277e-05,0.0005222427425906062
7050,36101120,0,32,3.2,12,9.900921577354893e-05,0.0004665092274080962
7050,36101120,0,32,3.2,13,9.911098459269851e-05,0.00041893840534612536
7050,36101120,0,32,3.2,14,9.882223821477965e-05,0.0003823649894911796
7050,36101120,0,32,3.2,15,9.899289580062032e-05,0.0003499153826851398
7050,36101120,0,32,3.2,16,9.88485844573006e-05,0.00032353680580854416
7050,36101120,0,32,3.2,17,9.888953354675323e-05,0.000302955653751269
7050,36101120,0,32,3.2,18,9.901827434077859e-05,0.0002861268585547805
7050,36101120,0,32,3.2,19,9.895278344629332e-05,0.00027402371051721275
7050,36101120,0,32,3.2,20,9.896940900944173e-05,0.0002648791123647243
7050,36101120,0,32,3.2,21,9.909551590681076e-05,0.00025754733360372484
7050,36101120,0,32,3.2,22,9.897772542899475e-05,0.00025230771279893816
7050,36101120,0,32,3.2,23,9.890671935863793e-05,0.0002489583275746554
7050,36101120,0,32,3.2,24,9.915113332681358e-05,0.00024644151562824845
7050,36101120,0,32,3.2,25,9.894413233269006e-05,0.0002453371125739068
7050,36101120,0,32,3.2,26,9.88165702437982e-05,0.0002444139972794801
7050,36101120,0,32,3.2,27,9.881843288894743e-05,0.00024451143690384924
7050,36101120,0,32,3.2,28,9.883482562145218e-05,0.00024520602892152965
7050,36101120,0,32,3.2,29,9.893889364320785e-05,0.0002456139191053808
7050,36101120,0,32,3.2,30,9.893287642626092e-05,0.0002463366836309433
7050,36101120,0,32,3.2,31,9.915859118336812e-05,0.0002471359330229461
7050,36101120,0,32,3.2,32,9.90379776339978e-05,0.00024901473079808056
7100,36357120,0,32,3.2,0,8.043275738600641e-05,0.0013651488116011024
7100,36357120,0,32,3.2,1,8.038773376028985e-05,0.0012280266964808106
7100,36357120,0,32,3.2,2,8.028202137211338e-05,0.0010914071463048458
7100,36357120,0,32,3.2,3,8.011424506548792e-05,0.0009711456950753927
7100,36357120,0,32,3.2,4,8.00487759988755e-05,0.0008613457321189344
7100,36357120,0,32,3.2,5,8.010130113689229e-05,0.0007663965807296336
7100,36357120,0,32,3.2,6,8.008737495401874e-05,0.0006828467594459653
7100,36357120,0,32,3.2,7,7.998122600838542e-05,0.0006097998120822012
7100,36357120,0,32,3.2,8,7.991798338480294e-05,0.0005488752503879368
7100,36357120,0,32,3.2,9,7.982621900737286e-05,0.0004920677747577429
7100,36357120,0,32,3.2,10,7.969508442329243e-05,0.0004457810427993536
7100,36357120,0,32,3.2,11,7.995539635885507e-05,0.0004052245931234211
7100,36357120,0,32,3.2,12,7.991246093297377e-05,0.0003707106807269156
7100,36357120,0,32,3.2,13,7.986339187482372e-05,0.0003425133472774178
7100,36357120,0,32,3.2,14,7.998607907211408e-05,0.0003181801876053214
7100,36357120,0,32,3.2,15,7.978313078638166e-05,0.0002981182187795639
7100,36357120,0,32,3.2,16,7.973569154273719e-05,0.000282099936157465
7100,36357120,0,32,3.2,17,7.972845196491107e-05,0.00026908735162578523
7100,36357120,0,32,3.2,18,7.983158866409212e-05,0.0002587481867522001
7100,36357120,0,32,3.2,19,7.96991735114716e-05,0.0002508845936972648
7100,36357120,0,32,3.2,20,7.971166633069515e-05,0.00024494851822964847
7100,36357120,0,32,3.2,21,7.986887794686481e-05,0.00024105572083499283
7100,36357120,0,32,3.2,22,7.9683682997711e-05,0.00023777465685270727
7100,36357120,0,32,3.2,23,7.991546590346843e-05,0.00023564774892292917
7100,36357120,0,32,3.2,24,7.979978545336053e-05,0.0002350147406104952
7100,36357120,0,32,3.2,25,7.99818808445707e-05,0.00023470072483178228
7100,36357120,0,32,3.2,26,7.994620682438836e-05,0.000234606908634305
7100,36357120,0,32,3.2,27,7.976451161084697e-05,0.00023524354037363082
7100,36357120,0,32,3.2,28,7.97343673184514e-05,0.00023555369989480823
7100,36357120,0,32,3.2,29,7.99671615823172e-05,0.00023717895965091884
7100,36357120,0,32,3.2,30,7.985063712112606e-05,0.00023785782104823738
7100,36357120,0,32,3.2,31,7.986788114067167e-05,0.00023925643472466618
7100,36357120,0,32,3.2,32,7.99446934252046e-05,0.00024016108363866806
7150,36613120,0,32,3.2,0,0.00036281850771047175,0.02171301282942295
7150,36613120,0,32,3.2,1,0.0003197192563675344,0.017990034073591232
7150,36613120,0,32,3.2,2,0.0002902071282733232,0.014753187075257301
7150,36613120,0,32,3.2,3,0.0002705390506889671,0.012023230083286762
7150,36613120,0,32,3.2,4,0.00025732239009812474,0.009764296002686024
7150,36613120,0,32,3.2,5,0.0002485374570824206,0.00791317317634821
7150,36613120,0,32,3.2,6,0.00024298067728523165,0.006409746594727039
7150,36613120,0,32,3.2,7,0.00023938517551869154,0.005188814830034971
7150,36613120,0,32,3.2,8,0.00023688154760748148,0.004202244803309441
7150,36613120,0,32,3.2,9,0.00023507597506977618,0.0034052575938403606
7150,36613120,0,32,3.2,10,0.00023415873874910176,0.002761874347925186
7150,36613120,0,32,3.2,11,0.00023351867275778204,0.0022451782133430243
7150,36613120,0,32,3.2,12,0.00023318927560467273,0.0018229896668344736
7150,36613120,0,32,3.2,13,0.00023272924590855837,0.0014862449606880546
7150,36613120,0,32,3.2,14,0.00023261991736944765,0.0012107505463063717
7150,36613120,0,32,3.2,15,0.00023244420299306512,0.0009936655405908823
7150,36613120,0,32,3.2,16,0.0002324690285604447,0.0008202646858990192
7150,36613120,0,32,3.2,17,0.00023236789274960756,0.000681027420796454
7150,36613120,0,32,3.2,18,0.0002321215288247913,0.0005687028169631958
7150,36613120,0,32,3.2,19,0.0002323067164979875,0.0004839524917770177
7150,36613120,0,32,3.2,20,0.00023231783416122198,0.0004166437720414251
7150,36613120,0,32,3.2,21,0.00023224893084261566,0.0003671735757961869
7150,36613120,0,32,3.2,22,0.00023205138859339058,0.00032870296854525805
7150,36613120,0,32,3.2,23,0.00023225232143886387,0.00030460074776783586
7150,36613120,0,32,3.2,24,0.0002321479987585917,0.0002857787476386875
7150,36613120,0,32,3.2,25,0.00023236949346028268,0.0002726011734921485
7150,36613120,0,32,3.2,26,0.00023237313143908978,0.0002662258339114487
7150,36613120,0,32,3.2,27,0.00023226092162076384,0.00026131729828193784
7150,36613120,0,32,3.2,28,0.00023233378306031227,0.0002580703003332019
7150,36613120,0,32,3.2,29,0.00023220913135446608,0.0002566056209616363
7150,36613120,0,32,3.2,30,0.00023223611060529947,0.0002556265681050718
7150,36613120,0,32,3.2,31,0.0002322264772374183,0.0002565318427514285
7150,36613120,0,32,3.2,32,0.00023216567933559418,0.0002571384538896382
7200,36869120,0,32,3.2,0,0.0003841228026431054,0.00943304505199194
7200,36869120,0,32,3.2,1,0.00037581007927656174,0.008141245692968369
7200,36869120,0,32,3.2,2,0.0003695655323099345,0.007023009005934
7200,36869120,0,32,3.2,3,0.0003648994315881282,0.00606171227991581
7200,36869120,0,32,3.2,4,0.0003616524045355618,0.0052327802404761314
7200,36869120,0,32,3.2,5,0.0003591162385419011,0.004524430725723505
7200,36869120,0,32,3.2,6,0.0003571310080587864,0.003915540408343077
7200,36869120,0,32,3.2,7,0.00035571149783208966,0.003392617916688323
7200,36869120,0,32,3.2,8,0.0003546476655174047,0.002944687381386757
7200,36869120,0,32,3.2,9,0.0003538450982887298,0.002558272797614336
7200,36869120,0,32,3.2,10,0.0003532464907038957,0.002227532910183072
7200,36869120,0,32,3.2,11,0.00035276831476949155,0.0019431504188105464
7200,36869120,0,32,3.2,12,0.00035243420279584825,0.0016967548290267587
7200,36869120,0,32,3.2,13,0.0003520723548717797,0.0014862028183415532
7200,36869120,0,32,3.2,14,0.00035202872822992504,0.0013039922341704369
7200,36869120,0,32,3.2,15,0.0003519405727274716,0.0011482189875096083
7200,36869120,0,32,3.2,16,0.00035170160117559135,0.001013097702525556
7200,36869120,0,32,3.2,17,0.0003516209835652262,0.000897211313713342
7200,36869120,0,32,3.2,18,0.0003517174336593598,0.0007973960600793362
7200,36869120,0,32,3.2,19,0.00035165122244507074,0.0007120040245354176
7200,36869120,0,32,3.2,20,0.0003515616699587554,0.0006383855361491442
7200,36869120,0,32,3.2,21,0.0003515254647936672,0.0005760911153629422
7200,36869120,0,32,3.2,22,0.00035128367017023265,0.0005225850036367774
7200,36869120,0,32,3.2,23,0.0003512620460242033,0.00047800829634070396
7200,36869120,0,32,3.2,24,0.00035132758785039186,0.00044124008854851127
7200,36869120,0,32,3.2,25,0.00035136917722411454,0.00040980297490023077
7200,36869120,0,32,3.2,26,0.00035128273884765804,0.00038477350608445704
7200,36869120,0,32,3.2,27,0.0003513945557642728,0.0003645416290964931
7200,36869120,0,32,3.2,28,0.0003514109121169895,0.0003470574738457799
7200,36869120,0,32,3.2,29,0.00035133419441990554,0.0003343131684232503
7200,36869120,0,32,3.2,30,0.00035118969390168786,0.00032363165519200265
7200,36869120,0,32,3.2,31,0.0003512282855808735,0.00031535752350464463
7200,36869120,0,32,3.2,32,0.00035147691960446537,0.0003093681007158011
7250,37125120,0,32,3.2,0,6.959092570468783e-05,0.0008898111991584301
7250,37125120,0,32,3.2,1,6.942843901924789e-05,0.0008141252328641713
7250,37125120,0,32,3.2,2,6.956523429835215e-05,0.0007320985896512866
7250,37125120,0,32,3.2,3,6.936856516404077e-05,0.0006574506987817585
7250,37125120,0,32,3.2,4,6.929774826858193e-05,0.0005884412676095963
7250,37125120,0,32,3.2,5,6.942330946912989e-05,0.0005288489628583193
7250,37125120,0,32,3.2,6,6.92755711497739e-05,0.00047582207480445504
7250,37125120,0,32,3.2,7,6.898447463754565e-05,0.0004299322608858347
7250,37125120,0,32,3.2,8,6.94195186952129e-05,0.00039225214277394116
7250,37125120,0,32,3.2,9,6.91715395078063e-05,0.00035562211996875703
7250,37125120,0,32,3.2,10,6.927979120519012e-05,0.00032765723881311715
7250,37125120,0,32,3.2,11,6.930103700142354e-05,0.00030353065812960267
7250,37125120,0,32,3.2,12,6.91844179527834e-05,0.00028323254082351923
7250,37125120,0,32,3.2,13,6.908310751896352e-05,0.0002661948965396732
7250,37125120,0,32,3.2,14,6.914341793162748e-05,0.00025272127822972834
7250,37125120,0,32,3.2,15,6.930391100468114e-05,0.0002414155751466751
7250,37125120,0,32,3.2,16,6.932004180271178e-05,0.00023280311143025756
7250,37125120,0,32,3.2,17,6.924440822331235e-05,0.0002260622859466821
7250,37125120,0,32,3.2,18,6.920740997884423e-05,0.00022045252262614667
7250,37125120,0,32,3.2,19,6.925706838956103e-05,0.0002174003020627424
7250,37125120,0,32,3.2,20,6.923562614247203e-05,0.00021493798703886569
7250,37125120,0,32,3.2,21,6.925824709469453e-05,0.00021330598974600434
7250,37125120,0,32,3.2,22,6.954996206331998e-05,0.0002129997155861929
7250,37125120,0,32,3.2,23,6.933284748811275e-05,0.00021258564083836973
7250,37125120,0,32,3.2,24,6.932821997907013e-05,0.00021311530144885182
7250,37125120,0,32,3.2,25,6.921352905919775e-05,0.00021350462338887155
7250,37125120,0,32,3.2,26,6.902090535731986e-05,0.00021450019266922027
7250,37125120,0,32,3.2,27,6.925339403096586e-05,0.00021587900118902326
7250,37125120,0,32,3.2,28,6.932428368600085e-05,0.0002167791099054739
7250,37125120,0,32,3.2,29,6.927204231033102e-05,0.0002180643641622737
7250,37125120,0,32,3.2,30,6.920721352798864e-05,0.00021953994291834533
7250,37125120,0,32,3.2,31,6.920352461747825e-05,0.00022087300021667033
7250,37125120,0,32,3.2,32,6.925270281499252e-05,0.00022204370179679245
7300,37381120,0,32,3.2,0,0.0004622811684384942,0.0024972015526145697
7300,37381120,0,32,3.2,1,0.00046176323667168617,0.002257841406390071
7300,37381120,0,32,3.2,2,0.0004614032804965973,0.0020216151606291533
7300,37381120,0,32,3.2,3,0.00046101363841444254,0.001811433699913323
7300,37381120,0,32,3.2,4,0.00046051316894590855,0.0016207522712647915
7300,37381120,0,32,3.2,5,0.0004605206777341664,0.0014546788297593594
7300,37381120,0,32,3.2,6,0.00046046593342907727,0.001304271281696856
7300,37381120,0,32,3.2,7,0.00045998700079508126,0.001172080636024475
7300,37381120,0,32,3.2,8,0.00045982544543221593,0.0010568443685770035
7300,37381120,0,32,3.2,9,0.0004598053346853703,0.0009494631085544825
7300,37381120,0,32,3.2,10,0.00045981528819538653,0.0008582827285863459
7300,37381120,0,32,3.2,11,0.00045961138675920665,0.0007783800829201937
7300,37381120,0,32,3.2,12,0.00045969418715685606,0.0007075443281792104
7300,37381120,0,32,3.2,13,0.00045956799294799566,0.0006448571220971644
7300,37381120,0,32,3.2,14,0.0004595509672071785,0.0005915453075431287
7300,37381120,0,32,3.2,15,0.00045941799180582166,0.0005436114151962101
7300,37381120,0,32,3.2,16,0.000459684815723449,0.0005031051114201546
7300,37381120,0,32,3.2,17,0.0004594255588017404,0.0004688536573667079
7300,37381120,0,32,3.2,18,0.00045953382505103946,0.0004392842820379883
7300,37381120,0,32,3.2,19,0.000459532457171008,0.00041514899930916727
7300,37381120,0,32,3.2,20,0.0004594055062625557,0.00039489404298365116
7300,37381120,0,32,3.2,21,0.00045951447100378573,0.0003792005591094494
7300,37381120,0,32,3.2,22,0.0004595790524035692,0.00036564667243510485
7300,37381120,0,32,3.2,23,0.0004594405763782561,0.00035545910941436887
7300,37381120,0,32,3.2,24,0.0004594094061758369,0.0003477270365692675
7300,37381120,0,32,3.2,25,0.0004593206103891134,0.0003414731181692332
7300,37381120,0,32,3.2,26,0.00045942343422211707,0.0003372716309968382
7300,37381120,0,32,3.2,27,0.00045949104242026806,0.00033389453892596066
7300,37381120,0,32,3.2,28,0.0004593958146870136,0.00033175668795593083
7300,37381120,0,32,3.2,29,0.00045968726044520736,0.00033036110107786953
7300,37381120,0,32,3.2,30,0.00045950416824780405,0.0003297044604551047
7300,37381120,0,32,3.2,31,0.000459521368611604,0.00032968498999252915
7300,37381120,0,32,3.2,32,0.0004593492776621133,0.0003298726223874837
7350,37637120,0,32,3.2,0,0.00020373631559778005,0.010823202319443226
7350,37637120,0,32,3.2,1,0.00019304855959489942,0.00904298759996891
7350,37637120,0,32,3.2,2,0.00018544313206803054,0.0075425137765705585
7350,37637120,0,32,3.2,3,0.0001804175553843379,0.006283283699303865
7350,37637120,0,32,3.2,4,0.00017679391021374613,0.005232037045061588
7350,37637120,0,32,3.2,5,0.00017424723773729056,0.004357161931693554
7350,37637120,0,32,3.2,6,0.0001723837194731459,0.003633065614849329
7350,37637120,0,32,3.2,7,0.00017121962446253747,0.0030325145926326513
7350,37637120,0,32,3.2,8,0.00017051404574885964,0.0025290041230618954
7350,37637120,0,32,3.2,9,0.00016981965745799243,0.0021136682480573654
7350,37637120,0,32,3.2,10,0.00016943227092269808,0.0017723672790452838
7350,37637120,0,32,3.2,11,0.00016904616495594382,0.0014888469595462084
7350,37637120,0,32,3.2,12,0.00016892861458472908,0.0012544671772047877
7350,37637120,0,32,3.2,13,0.0001687749900156632,0.0010591534664854407
7350,37637120,0,32,3.2,14,0.00016868958482518792,0.0008993682567961514
7350,37637120,0,32,3.2,15,0.0001686681353021413,0.000765978591516614
7350,37637120,0,32,3.2,16,0.00016868545208126307,0.0006616302416659892
7350,37637120,0,32,3.2,17,0.00016875645087566227,0.0005724441143684089
7350,37637120,0,32,3.2,18,0.00016852391127031296,0.0005012151668779552
7350,37637120,0,32,3.2,19,0.00016852952830959111,0.00044719522702507675
7350,37637120,0,32,3.2,20,0.00016863038763403893,0.0004020115011371672
7350,37637120,0,32,3.2,21,0.0001685593742877245,0.0003685905830934644
7350,37637120,0,32,3.2,22,0.00016826781211420894,0.0003426019393373281
7350,37637120,0,32,3.2,23,0.00016845884965732694,0.0003220145881641656
7350,37637120,0,32,3.2,24,0.0001685777388047427,0.00030890735797584057
7350,37637120,0,32,3.2,25,0.00016835167480167001,0.00029932946199551225
7350,37637120,0,32,3.2,26,0.00016837366274558008,0.0002918570244219154
7350,37637120,0,32,3.2,27,0.00016845510981511325,0.0002865568967536092
7350,37637120,0,32,3.2,28,0.00016842996410559863,0.00028425687924027443
7350,37637120,0,32,3.2,29,0.0001684469752945006,0.0002824311377480626
7350,37637120,0,32,3.2,30,0.00016838723968248814,0.00028139594360254705
7350,37637120,0,32,3.2,31,0.00016845449863467366,0.0002814918989315629
7350,37637120,0,32,3.2,32,0.0001685393217485398,0.0002816467313095927
7400,37893120,0,32,3.2,0,0.0006276359781622887,0.023564280942082405
7400,37893120,0,32,3.2,1,0.00057602598099038,0.019784120842814445
7400,37893120,0,32,3.2,2,0.0005411613965407014,0.015249273739755154
7400,37893120,0,32,3.2,3,0.0005211243405938148,0.011310041882097721
7400,37893120,0,32,3.2,4,0.0005098926485516131,0.008501986972987652
7400,37893120,0,32,3.2,5,0.0005033290362916887,0.006625806912779808
7400,37893120,0,32,3.2,6,0.0004997047944925725,0.005342371296137571
7400,37893120,0,32,3.2,7,0.0004969741567038,0.004412444774061441
7400,37893120,0,32,3.2,8,0.0004951063310727477,0.0036974595859646797
