step,tokens_seen,stage_index,T,error_lr,tau,tracking_residual,tracking_residual_skipped,pc_grad_norm,inner_energy_start,inner_energy_end,inner_grad_norm_last,bp_loss,pc_loss,hold,hold_ema,hold_baseline,hold_threshold,hold_reason,stage_end_step,pending_hold_steps,step_seconds
42,220160,0,1,0.1,0.1,0.985795463089442,False,0.014341101981699467,7.10664744474343e-06,7.005700808804249e-06,0.00038165177102200687,7.10664744474343e-06,7.005700808804249e-06,False,0.0,0.0,0.0,,1396,0,0.7067506313323975
43,225280,0,1,0.1,0.1,0.9532385270330952,False,0.004903919994831085,5.587040959653677e-06,5.325782694853842e-06,0.0006326329312287271,5.587040959653677e-06,5.325766778696561e-06,False,0.0,0.0,0.0,,1396,0,0.7068009376525879
44,230400,0,1,0.1,0.1,0.9881455368439627,False,0.014448490925133228,9.133489584201016e-06,9.025216968439054e-06,0.0004101419763173908,9.133489584201016e-06,9.02522515389137e-06,False,0.0,0.0,0.0,,1396,0,0.7067248821258545
45,235520,0,1,0.1,0.1,0.9990525137098395,False,0.005466747563332319,5.321700882632285e-06,5.316658644005656e-06,0.00015409370826091617,5.321700882632285e-06,5.316704573488096e-06,False,0.0,0.0,0.0,,1396,0,0.7066161632537842
46,240640,0,1,0.1,0.1,0.994236790467895,False,0.04968787357211113,1.2185491868876852e-05,1.2115264325984754e-05,0.0003221496008336544,1.2185491868876852e-05,1.2115290701331105e-05,False,0.0,0.0,0.0,,1396,0,0.7085564136505127
47,245760,0,1,0.1,0.1,0.9608718373427907,False,0.013654111884534359,1.1589082532736938e-05,1.1135623026348185e-05,0.000677176401950419,1.1589082532736938e-05,1.1135552995256148e-05,False,0.0,0.0,0.0,,1396,0,0.7106213569641113
48,250880,0,1,0.1,0.1,0.9752267510531998,False,0.00655308086425066,1.3329600733413827e-05,1.2999383216083515e-05,0.0006240272778086364,1.3329600733413827e-05,1.299932955589611e-05,False,0.0,0.0,0.0,,1396,0,0.7105545997619629
49,256000,0,1,0.1,0.1,0.997829040318602,False,0.01129890140146017,7.169263881223742e-06,7.153699698392302e-06,0.0002110863570123911,7.169263881223742e-06,7.153746537369443e-06,False,0.0,0.0,0.0,,1396,0,0.7095305919647217
50,261120,0,1,0.1,0.1,0.9915663775192702,False,0.007959364913403988,4.915740191790974e-06,4.874282694800058e-06,0.00021254620514810085,4.915740191790974e-06,4.874320438830182e-06,False,0.0,0.0,0.0,,1396,0,0.7114870548248291
51,266240,0,1,0.1,0.1,0.9822974434660708,False,0.01374622993171215,1.5479881767532788e-05,1.52058482854045e-05,0.0006122987833805382,1.5479881767532788e-05,1.5205826457531657e-05,False,0.0,0.0,0.0,,1396,0,0.7100117206573486
52,271360,0,1,0.1,0.1,0.9934532393972844,False,0.024407556280493736,9.515660167380702e-06,9.453363418288063e-06,0.00033972549135796726,9.515660167380702e-06,9.45338706515031e-06,False,0.0,0.0,0.0,,1396,0,0.7103755474090576
53,276480,0,1,0.1,0.1,0.9753372759791314,False,0.006069127935916185,6.263535851758206e-06,6.109059995651478e-06,0.0003780979022849351,6.263535851758206e-06,6.1090418057574425e-06,False,0.0,0.0,0.0,,1396,0,0.7114603519439697
54,281600,0,1,0.1,0.1,0.9060269884334794,False,0.0452033206820488,6.352368654916063e-05,5.755417441832833e-05,0.002237757435068488,6.352368654916063e-05,5.755401434726082e-05,False,0.0,0.0,0.0,,1396,0,0.7099566459655762
55,286720,0,1,0.1,0.1,0.9964021847645123,False,0.009394317865371704,8.691959919815417e-06,8.660687853989657e-06,0.00022599469230044633,8.691959919815417e-06,8.660764251544606e-06,False,0.0,0.0,0.0,,1396,0,0.7104687690734863
56,291840,0,1,0.1,0.1,0.9326235640968977,False,0.022532993927598,4.053035081597045e-05,3.779956023208797e-05,0.0016041232738643885,4.053035081597045e-05,3.779951293836348e-05,False,0.0,0.0,0.0,,1396,0,0.7113642692565918
57,296960,0,1,0.1,0.1,0.9949915898677671,False,0.00707284826785326,6.844894414825831e-06,6.810612376284553e-06,0.00026391856954433024,6.844894414825831e-06,6.810652848798782e-06,False,0.0,0.0,0.0,,1396,0,0.7094357013702393
58,302080,0,1,0.1,0.1,0.9933875912298186,False,0.00823108572512865,6.574172857654048e-06,6.5307017393934075e-06,0.00032574517535977066,6.574172857654048e-06,6.530746759381145e-06,False,0.0,0.0,0.0,,1396,0,0.7114763259887695
59,307200,0,1,0.1,0.1,0.9951644898831815,False,0.01140688918530941,9.465270522923674e-06,9.419501111551654e-06,0.00019488758698571473,9.465270522923674e-06,9.419573871127795e-06,False,0.0,0.0,0.0,,1396,0,0.7110040187835693
60,312320,0,1,0.1,0.1,0.9926443837757032,False,0.01968933269381523,1.530963709228672e-05,1.51970252773026e-05,0.0003608274273574352,1.530963709228672e-05,1.5197088941931725e-05,False,0.0,0.0,0.0,,1396,0,0.7100677490234375
61,317440,0,1,0.1,0.1,0.9790385896726346,False,0.024576986208558083,1.424920901627047e-05,1.395052549924003e-05,0.0005992217338643968,1.424920901627047e-05,1.3950549146102276e-05,False,0.0,0.0,0.0,,1396,0,0.7114849090576172
62,322560,0,1,0.1,0.1,0.9816065390409157,False,0.013084904290735722,1.2556428373500239e-05,1.2325472198426723e-05,0.0005115993553772569,1.2556428373500239e-05,1.2325482202868443e-05,False,0.0,0.0,0.0,,1396,0,0.7120869159698486
63,327680,0,1,0.1,0.1,0.9252701856583276,False,0.007251631002873182,1.2635898201551754e-05,1.169161987490952e-05,0.0008812127052806318,1.2635898201551754e-05,1.1691638064803556e-05,False,0.9903515693984288,0.9903515693984288,0.9951757846992144,,1396,0,0.7099034786224365
64,332800,0,1,0.1,0.1,0.997644623461944,False,0.009373707696795464,7.918096343928482e-06,7.899446245573927e-06,0.00016902525385376066,7.918096343928482e-06,7.89951445767656e-06,False,0.990424499939064,0.9903515693984288,0.9951757846992144,,1396,0,0.7126107215881348
65,337920,0,1,0.1,0.1,1.0017912323320957,False,0.013585898093879223,8.395613804168534e-06,8.410652299062349e-06,0.00019068513938691467,8.395613804168534e-06,8.410725968133193e-06,False,0.9905381672629943,0.991174205359654,0.995587102679827,,1396,0,0.7108561992645264
66,343040,0,1,0.1,0.1,0.9950767688464823,False,0.00876604113727808,7.000175628490979e-06,6.965712145756697e-06,0.00021970938541926444,7.000175628490979e-06,6.96576989867026e-06,False,0.9905835532788291,0.991174205359654,0.995587102679827,,1396,0,0.7106578350067139
67,348160,0,1,0.1,0.1,0.9919077683431126,False,0.009796359576284885,8.854057341523003e-06,8.782408258412033e-06,0.000309928844217211,8.854057341523003e-06,8.782449185673613e-06,False,0.9905967954294719,0.991174205359654,0.995587102679827,,1396,0,0.7122678756713867
68,353280,0,1,0.1,0.1,0.9958005350994196,False,0.006806354038417339,9.064702680916525e-06,9.02663578017382e-06,0.0002702701312955469,9.064702680916525e-06,9.026690349855926e-06,False,0.9906488328261713,0.991174205359654,0.995587102679827,,1396,0,0.711510181427002
69,358400,0,1,0.1,0.1,0.9914568948708665,False,0.007721939589828253,1.0234058208880015e-05,1.0146627573703881e-05,0.0002675482246559113,1.0234058208880015e-05,1.0146672138944268e-05,False,0.9906569134466183,0.9911194640354521,0.9955597320177261,,1396,0,0.7107381820678711
70,363520,0,1,0.1,0.1,0.9420736498383616,False,0.015387415885925293,2.5453608031966724e-05,2.3979173420229927e-05,0.0014431205345317721,2.5453608031966724e-05,2.3979106117621996e-05,False,0.9901710808105357,0.9903515693984288,0.9951757846992144,,1396,0,0.7127790451049805
71,368640,0,1,0.1,0.1,0.9855495302212888,False,0.02060961164534092,1.5668101696064696e-05,1.544169026601594e-05,0.0005489826435223222,1.5668101696064696e-05,1.5441677533090115e-05,False,0.9901248653046433,0.9903515693984288,0.9951757846992144,,1396,0,0.709904670715332
72,373760,0,1,0.1,0.1,0.9928095774544088,False,0.014989775605499744,1.4364871276484337e-05,1.4261581782193389e-05,0.0003823167644441128,1.4364871276484337e-05,1.4261616342992056e-05,False,0.990151712426141,0.9911194640354521,0.9955597320177261,,1396,0,0.7134063243865967
73,378880,0,1,0.1,0.1,1.001737796781047,False,0.007037140894681215,6.693261184409494e-06,6.7048927121504676e-06,0.00019456185691524297,6.693261184409494e-06,6.704939096380258e-06,False,0.99026757326969,0.9915116361950684,0.9957558180975342,,1396,0,0.7120559215545654
74,384000,0,1,0.1,0.1,0.9681812967549561,False,0.01961626298725605,1.685572169662919e-05,1.6319394489983097e-05,0.0008904410642571747,1.685572169662919e-05,1.6319336282322183e-05,False,0.9900467105045426,0.9911194640354521,0.9955597320177261,,1396,0,0.7107462882995605
75,389120,0,1,0.1,0.1,0.8079744518142332,False,0.011935816146433353,1.752647767716553e-05,1.4160946193442214e-05,0.001493274699896574,1.752647767716553e-05,1.41608879857813e-05,False,0.9882259879176395,0.9911194640354521,0.9955597320177261,,1396,0,0.7118303775787354
76,394240,0,1,0.1,0.1,0.9968746587930726,False,0.007851716130971909,6.46805665382999e-06,6.447841769841034e-06,0.00017789439880289137,6.46805665382999e-06,6.447892701544333e-06,False,0.9883124746263938,0.9915116361950684,0.9957558180975342,,1396,0,0.7136344909667969
77,399360,0,1,0.1,0.1,0.9957249313203411,False,0.005201797466725111,5.362741376302438e-06,5.339815288607497e-06,0.00018221279606223106,5.362741376302438e-06,5.339848030416761e-06,False,0.9883865991933333,0.9915116361950684,0.9957558180975342,,1396,0,0.7102236747741699
78,404480,0,1,0.1,0.1,0.7009221762738077,False,0.018356379121541977,4.3282489059492946e-05,3.033765642612707e-05,0.0026485270354896784,4.3282489059492946e-05,3.0337347197928466e-05,False,0.985511954964138,0.9911194640354521,0.9955597320177261,,1396,0,0.7130939960479736
79,409600,0,1,0.1,0.1,0.8964285189356154,False,0.011264853179454803,2.7350381060387008e-05,2.451766158628743e-05,0.0016008478123694658,2.7350381060387008e-05,2.451751242915634e-05,False,0.9846211206038529,0.9911194640354521,0.9955597320177261,,1396,0,0.7119977474212646
80,414720,0,1,0.1,0.1,0.977603943455933,False,0.02194930426776409,3.2995780202327296e-05,3.225680484320037e-05,0.000986535451374948,3.2995780202327296e-05,3.225659384042956e-05,False,0.9845509488323736,0.9903515693984288,0.9951757846992144,,1396,0,0.7112751007080078
81,419840,0,1,0.1,0.1,0.8222170307632486,False,0.03545311093330383,7.991804886842147e-05,6.57099808449857e-05,0.0031987286638468504,7.991804886842147e-05,6.570932600880042e-05,False,0.9829276096516824,0.9903515693984288,0.9951757846992144,,1396,0,0.7132799625396729
82,424960,0,1,0.1,0.1,0.8838262028657792,False,0.015931634232401848,1.8842780264094472e-05,1.665374293224886e-05,0.0010860849870368838,1.8842780264094472e-05,1.665370109549258e-05,False,0.9819365955838233,0.9903515693984288,0.9951757846992144,,1396,0,0.7111337184906006
83,430080,0,1,0.1,0.1,0.9638541928183396,False,0.05392792075872421,4.993496258975938e-05,4.813002306036651e-05,0.001432063290849328,4.993496258975938e-05,4.8129844799404964e-05,False,0.9817557715561684,0.9895796295469743,0.9947898147734872,,1396,0,0.711437463760376
84,435200,0,1,0.1,0.1,0.9917734270582068,False,0.01109734084457159,1.2825679732486606e-05,1.2720168342639226e-05,0.0003819290141109377,1.2825679732486606e-05,1.2720201993943192e-05,False,0.9818559481111888,0.9906890002338433,0.9953445001169217,,1396,0,0.7126710414886475
85,440320,0,1,0.1,0.1,0.975011788540984,False,0.018030233681201935,2.1336038116714917e-05,2.080288868455682e-05,0.0009416546672582626,2.1336038116714917e-05,2.080286867567338e-05,False,0.9817875065154867,0.9895796295469743,0.9947898147734872,,1396,0,0.7103903293609619
86,445440,0,1,0.1,0.1,0.9971263384099222,False,0.00608638534322381,9.378330105391797e-06,9.351379958388861e-06,0.000246271985815838,9.378330105391797e-06,9.35144089453388e-06,False,0.9819408948344311,0.9895796295469743,0.9947898147734872,,1396,0,0.712653636932373
87,450560,0,1,0.1,0.1,0.9955943659586354,False,0.008424249477684498,9.79470496531576e-06,9.75155307969544e-06,0.00017872339230962098,9.79470496531576e-06,9.751634024723899e-06,False,0.9820774295456732,0.9903475241839975,0.9951737620919987,,1396,0,0.7134044170379639
88,455680,0,1,0.1,0.1,0.9772688968113407,False,0.008676423691213131,9.74572503764648e-06,9.524193956167437e-06,0.0004914876190014184,9.74572503764648e-06,9.524227607471403e-06,False,0.98202934421833,0.9899314336924421,0.994965716846221,,1396,0,0.71095871925354
89,460800,0,1,0.1,0.1,0.9937937194563782,False,0.01171509176492691,1.4429332622967195e-05,1.4339780136651825e-05,0.00037995187449268997,1.4429332622967195e-05,1.4339832887344528e-05,False,0.9821469879707105,0.9915116361950684,0.9957558180975342,,1396,0,0.7126684188842773
90,465920,0,1,0.1,0.1,0.9881062576413334,False,0.012480618432164192,6.306435534497723e-05,6.231428415048867e-05,0.0009654681198298931,6.306435534497723e-05,6.231426959857345e-05,False,0.9822065806674167,0.9899314336924421,0.994965716846221,,1396,0,0.7128143310546875
91,471040,0,1,0.1,0.1,0.9962755859856656,False,0.004743759986013174,9.776957995200064e-06,9.740544555825181e-06,0.00020603198208846152,9.776957995200064e-06,9.74060003500199e-06,False,0.9823472707205991,0.9915116361950684,0.9957558180975342,,1396,0,0.7113215923309326
92,476160,0,1,0.1,0.1,0.9714988019448105,False,0.01301622949540615,2.2018930394551717e-05,2.1391364498413168e-05,0.0008430075249634683,2.2018930394551717e-05,2.1391289919847623e-05,False,0.9822387860328413,0.9915116361950684,0.9957558180975342,,1396,0,0.7138152122497559
93,481280,0,1,0.1,0.1,0.9933757291214279,False,0.012169580906629562,1.2274106666154694e-05,1.2192799658805598e-05,0.0003073521365877241,1.2274106666154694e-05,1.2192855137982406e-05,False,0.9823501554637272,0.9916699022887385,0.9958349511443693,,1396,0,0.7127578258514404
94,486400,0,1,0.1,0.1,0.9933713841173606,False,0.011530890129506588,1.810697722248733e-05,1.798695302568376e-05,0.0004247119359206408,1.810697722248733e-05,1.79869730345672e-05,False,0.9824603677502635,0.9916699022887385,0.9958349511443693,,1396,0,0.7110061645507812
95,491520,0,1,0.1,0.1,0.9860763344920387,False,0.007894272916018963,1.7714670320856385e-05,1.746801717672497e-05,0.0006325570284388959,1.7714670320856385e-05,1.746802263369318e-05,False,0.9824965274176812,0.9915116361950684,0.9957558180975342,,1396,0,0.7133090496063232
96,496640,0,1,0.1,0.1,0.9311058826825965,False,0.00938536785542965,3.843021113425493e-05,3.578259565983899e-05,0.0019477989990264177,3.843021113425493e-05,3.578259202186018e-05,False,0.9819826209703303,0.9899314336924421,0.994965716846221,,1396,0,0.7122411727905273
97,501760,0,1,0.1,0.1,0.9872403227646093,False,0.01501217857003212,3.6903609725413844e-05,3.6432731576496735e-05,0.0008258894085884094,3.6903609725413844e-05,3.643265154096298e-05,False,0.9820351979882731,0.9882757546789901,0.9941378773394951,,1396,0,0.7123136520385742
98,506880,0,1,0.1,0.1,0.9628561611613359,False,0.05246869474649429,0.00011299546167720109,0.00010879837645916268,0.0020507373847067356,0.00011299546167720109,0.00010879803448915482,False,0.9818434076200038,0.9881258972426481,0.994062948621324,,1396,0,0.7142548561096191
99,512000,0,1,0.1,0.1,0.992312216839077,False,0.016804784536361694,2.359287282160949e-05,2.341149593121372e-05,0.000493326922878623,2.359287282160949e-05,2.3411492293234915e-05,False,0.9819480957121944,0.9881258972426481,0.994062948621324,,1396,0,0.711212158203125
100,517120,0,1,0.1,0.1,0.8818839568104944,False,0.025191932916641235,6.358575774356723e-05,5.60752596356906e-05,0.0029653809033334255,6.358575774356723e-05,5.6074914027703926e-05,False,0.9809474543231774,0.9876732902029713,0.9938366451014857,,1396,0,0.7128684520721436
101,522240,0,1,0.1,0.1,0.9930908797023708,False,0.008514121174812317,1.0049418960988987e-05,9.979986316466238e-06,0.00023556231462862343,1.0049418960988987e-05,9.980063623515889e-06,False,0.9810688885769694,0.9881258972426481,0.994062948621324,,1396,0,0.7137272357940674
102,527360,0,1,0.1,0.1,0.9832094561222655,False,0.010776693001389503,1.7235855921171606e-05,1.6946456526056863e-05,0.0005618981085717678,1.7235855921171606e-05,1.6946438336162828e-05,False,0.9810902942524223,0.9876732902029713,0.9938366451014857,,1396,0,0.7112331390380859
103,532480,0,1,0.1,0.1,0.9699779687943565,False,0.05537743121385574,0.00016644287097733468,0.00016144591791089624,0.0023441265802830458,0.00016644287097733468,0.00016144578694365919,False,0.9809791709978417,0.9876732902029713,0.9938366451014857,,1396,0,0.713252067565918
104,537600,0,1,0.1,0.1,0.9906741639962875,False,0.020386165007948875,1.7650319932727143e-05,1.748571594362147e-05,0.0005090711638331413,1.7650319932727143e-05,1.748576141835656e-05,False,0.9810761209278261,0.9876732902029713,0.9938366451014857,,1396,0,0.7138230800628662
105,542720,0,1,0.1,0.1,0.9862858063264611,False,0.014277230948209763,1.2738581972371321e-05,1.256388259207597e-05,0.0004728793282993138,1.2738581972371321e-05,1.2563931704789866e-05,False,0.9811282177818125,0.9876732902029713,0.9938366451014857,,1396,0,0.7112774848937988
106,547840,0,1,0.1,0.1,0.9847950977352818,False,0.011155924759805202,3.310426473035477e-05,3.260091762058437e-05,0.0008226453210227191,3.310426473035477e-05,3.2600859412923455e-05,False,0.9811648865813472,0.9876732902029713,0.9938366451014857,,1396,0,0.713646650314331
