status,note,known_process_hours,unknown_cost_records,retries,host_failures,block_reconciliation
unavailable_not_supplied,"Execution accounting unavailable: no verified D11/D13 report supplied. Known spend, unknown costs, retries and host failures are not inferred from checkpoint timings.",unavailable,unavailable,unavailable,unavailable,unavailable
