step,tokens_seen,T,tau,prompt_kl,prompt_max_abs_logit_diff,teacher_nll,student_nll,teacher_ppl,student_ppl,heldout_ppl_relative_delta,tail_kl_beta1,tail_teacher_nll,tail_student_nll,tail_windows,seconds
0,0,1,0.1,0.0,0.0,4.536258856455485,4.536258856455485,93.34094422603822,93.34094422603822,0.0,0.0,3.054532192647457,3.054532192647457,64,4.051957607269287
